chunk_id,layer,book,kind,marker,concept,present_in_v14,v14_locations,verdict,target_section,strength,note,critic_flag,critic_note
golden-BOOK-VI-EXTENSIONS-0501,golden,BOOK-VI-EXTENSIONS,DEF,[DEF 50.3] (CORE vs BRIDGE — правила статуса).,DEF 50.3 CORE-THE vs BRIDGE-THE vs CHK status taxonomy,partial,BOOK_05 §(certificate discipline); BOOK_00 §,integrate,BOOK_05.status,supporting,"v14 has its own status vocabulary (CORE-CLOSED/CERT-CLOSED/bridge), but the three-way CORE/BRIDGE/CHK definitions with the 'if protocol Π then data must satisfy invariant I within ε²' BRIDGE form are not stated as a named taxonomy.",,
golden-BOOK-VI-EXTENSIONS-0502,golden,BOOK-VI-EXTENSIONS,DEF,[DEF 50.4] (Анти‑HYP политика).,DEF 50.4 Anti-HYP policy: every example needs protocol + falsification point + numeric package,partial,BOOK_05 §certificate discipline; BOOK_00 §admissibility,integrate,BOOK_05.status,supporting,"v14 demands certificates/falsification per claim, but the explicit anti-HYP rule (no replacing proof with a list of hypotheses; mandatory (protocol, failure point, numeric check) triple) is not stated as a policy.",,
golden-BOOK-VI-EXTENSIONS-0503,golden,BOOK-VI-EXTENSIONS,SECTION,## CHAPTER VI.1 — ОПЕРАТОРНАЯ АЛГЕБРА СЦЕНЫ,Chapter VI.1 header — operator algebra of the scene,,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-VI-EXTENSIONS-0504,golden,BOOK-VI-EXTENSIONS,SECTION,"### D0 §51 — Операторы сборки (J, Y, ∂)","D0 §51 header — assembly operators J,Y,∂",,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-VI-EXTENSIONS-0505,golden,BOOK-VI-EXTENSIONS,DEF,"[DEF 51.1] (Оператор J: Puncture / Прокол, ⊙9→5).",DEF 51.1 Operator J = Puncture (⊙9→5): localizes distributed core/memory into a local observable event,partial,"BOOK_03 §03.23 (D=9 puncture/interface shell R-r); BOOK_01 §(graph birth, defect ⊙, D=9)",integrate,BOOK_03.operator-algebra,supporting,"v14 has the D=9 puncture/interface shell as geometry, but not J as a named localization OPERATOR (distributed-memory -> local-event procedure) in an operator algebra.",,
golden-BOOK-VI-EXTENSIONS-0506,golden,BOOK-VI-EXTENSIONS,DEF,"[DEF 51.2] (Оператор Y: Closure / Компактификация, 12D→4D).",DEF 51.2 Operator Y = Closure/compactification (12D→4D): folds outer D=13 zone into observer boundary conditions (4D+64),partial,BOOK_03 §03.23 (D=13 outer shell R+r); BOOK_08 §(traced-out complement),integrate,BOOK_03.operator-algebra,supporting,"v14 has the traced-out complement / outer-shell folding idea, but not Y as a named compactification operator with the 12D→4D / 64-cascade closure framing.",,
golden-BOOK-VI-EXTENSIONS-0507,golden,BOOK-VI-EXTENSIONS,DEF,[DEF 51.3] (Оператор ∂: граничный/разностный).,DEF 51.3 Operator ∂ = boundary/difference operator: discrete 'difference' measuring distinguishability flux on the graph,partial,BOOK_02 §(invariant calculus); BOOK_06 §(time/path/holonomy),integrate,BOOK_03.operator-algebra,peripheral,"Graph difference/boundary operators exist implicitly in v14's graph calculus, but ∂ as the named distinguishability-flux operator of the J,Y,∂ triad is not separately defined.",,
golden-BOOK-VI-EXTENSIONS-0508,golden,BOOK-VI-EXTENSIONS,THE,[THE 51.4] (Некоммутативность и структурная стрела времени).,"THE 51.4 [J,Y]≠0 forced by M1: if order were irrelevant, assembly would need an M1-forbidden external ordering catalog",partial,BOOK_01 §(torus_shell_noncommutativity_forces_nonpermutation_overlap); BOOK_04 §(torus_geometry_forces_generation_selector_noncommute),integrate,BOOK_03.operator-algebra,core-forcing,"M1 failure mode: v14 keeps a non-commutativity-forces-structure FACT but for a DIFFERENT operator pair (torus radius vs phase drift) and a DIFFERENT argument. The GOLDEN forcing — [J,Y]≠0 as a structural time arrow forced because order-independence would require an M1-forbidden external catalog — is absent.",,
golden-BOOK-VI-EXTENSIONS-0509,golden,BOOK-VI-EXTENSIONS,LEM,[LEM 51.4.A] (Witness‑пример некоммутативности без метафизики).,"LEM 51.4.A Witness construction of [J,Y]≠0 on history space (Γ,≈) via canonization Can order-dependence (shell-glue vs localize)",no,,integrate,BOOK_03.operator-algebra,core-forcing,"Concrete non-metaphysical witness that J (puncture/localize) and Y (shell-glue/change ≈ then Can) fail to commute because Can depends on equivalence-class structure. This explicit witness model is absent from v14; it is the constructive backbone of the [J,Y]≠0 forcing argument.",,
golden-BOOK-VI-EXTENSIONS-0510,golden,BOOK-VI-EXTENSIONS,REM,[REM 51.4.R] (Практическая интерпретация).,REM 51.4.R Practical reading of Y∘J (event-then-package=reproducible memory) vs J∘Y (package-then-localize=irreproducible noise),no,,integrate,BOOK_03.operator-algebra,supporting,"Interpretation of the two operator orderings as reproducible-memory vs irreproducible-noise is absent; gives the physical meaning of the [J,Y] arrow.",,
golden-BOOK-VI-EXTENSIONS-0511,golden,BOOK-VI-EXTENSIONS,SECTION,### D0 §51.5 — Алгебра наблюдаемых и состояния (AQFT‑упаковка),D0 §51.5 header — observable algebra and states (AQFT packaging),,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-VI-EXTENSIONS-0512,golden,BOOK-VI-EXTENSIONS,DEF,[DEF 51.5] (Локальные алгебры и состояние).,"DEF 51.5 Local C*-algebras A(O) per scene region + global inductive limit + state ω; CORE fixes A, BRIDGE picks ω via Π within ε²",no,,integrate,BOOK_03.operator-algebra,supporting,"The AQFT packaging (local C*-algebras on zones D=9,11,13, inductive-limit global algebra, state as positive normalized functional) is absent from v14, which works with finite operators/detector ladders rather than C*-algebraic nets.",,
golden-BOOK-VI-EXTENSIONS-0513,golden,BOOK-VI-EXTENSIONS,SECTION,### D0 §51.6 — Модульная динамика и происхождение времени,D0 §51.6 header — modular dynamics and origin of time,,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-VI-EXTENSIONS-0514,golden,BOOK-VI-EXTENSIONS,REM,[REM 51.6] (Модульная динамика).,"REM 51.6 Modular dynamics σ_t^ω from (A,ω) as origin of time; [J,Y]≠0 = incompatibility of local insertion vs trace-out; temporal order is algebraic not metric",partial,BOOK_06 §(time from toral automorphism T); BOOK_00 §96,integrate,BOOK_06.time-origin,core-forcing,"M1 failure mode on origin-of-time: v14 derives time intrinsically (toral automorphism T, not an external metric) — same conclusion — but via a DIFFERENT mechanism. The Tomita-Takesaki modular-flow origin (time = σ_t^ω induced by (A,ω), tied to [J,Y]≠0) is absent.",,
golden-BOOK-VI-EXTENSIONS-0515,golden,BOOK-VI-EXTENSIONS,SECTION,### D0 §52 — Геометрия тора памяти (D=11) и φ⁵‑инвариант,D0 §52 header — memory-torus geometry (D=11) and φ^5 invariant,,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-VI-EXTENSIONS-0516,golden,BOOK-VI-EXTENSIONS,THE,[THE 52.1] (Инвариант оболочек тора).,THE 52.1 Torus-shell invariant (R+r)/(R-r)=φ^5 for memory torus D=11 inside outer shell D=13,yes,"BOOK_03 §03.23 (R+r)/(R-r)=phi^5; BOOK_06 §06.40 (a=phi^5, R-r=1, R+r=a)",already-present,BOOK_03.23,supporting,"Fully present with shell-geometry derivation: D=9->R-r, D=11->R, D=13->R+r and (R+r)/(R-r)=phi^5 frozen with owner D0.Geometry.TorusCore13GeometryOrigin (BOOK_03 §03.23, BOOK_06 §06.40).",,
golden-BOOK-VI-EXTENSIONS-0517,golden,BOOK-VI-EXTENSIONS,COR,[COR 52.2] (Следствия для отношения радиусов).,"COR 52.2 radius ratios r/R=(φ^5-1)/(φ^5+1), R/r=(φ^5+1)/(φ^5-1)≈1.19821",partial,BOOK_03 §03.23; BOOK_06 §06.40,integrate,BOOK_03.23,peripheral,"The φ^5 aspect is present (THE 52.1 already in v14), but the explicit derived r/R and R/r closed forms with the value ≈1.198212717045 do not appear; trivially derivable but not written.",,
golden-BOOK-VI-EXTENSIONS-0518,golden,BOOK-VI-EXTENSIONS,DEF,[DEF 52.3] (Форм‑фактор метролого‑совместимости).,"DEF 52.3 metrology-compatibility form-factor F:=R/r=(φ^5+1)/(φ^5-1), computed from φ, fixed by theorem 32.1",partial,BOOK_03 §03.23; BOOK_06 §06.40,integrate,BOOK_03.23,peripheral,"The underlying φ^5 aspect ratio is in v14, but the named BRIDGE form-factor F=R/r used in consistency checks is not defined as such.",,
golden-BOOK-VI-EXTENSIONS-0519,golden,BOOK-VI-EXTENSIONS,THE,[THE 52.4] (Лестница квантов по размерностям).,THE 52.4 dimension ladder of distinguishability quanta Q(D)=δ0·2·φ^(D-1) (factor-2 duality x φ-scale),no,,integrate,BOOK_03.operator-algebra,supporting,The per-dimension distinguishability quantum Q(D)=2·δ0·φ^(D-1) is absent from v14; δ0 and φ-scaling exist separately but not packaged as this D-indexed quantum ladder.,,
golden-BOOK-VI-EXTENSIONS-0520,golden,BOOK-VI-EXTENSIONS,LEM,[LEM 52.5] (Почему фактор 2 не опция).,"LEM 52.5 factor 2 in Q(D) is forced: distinction needs pair (A,B), φ-equation has two roots φ,ψ, minimal holonomy cycle is there-and-back 2q",partial,"BOOK_03 §(factor-2 there-and-back return); BOOK_02 §(two-root φ,ψ); BOOK_06 §(forward/return recurrence)",integrate,BOOK_03.operator-algebra,supporting,"v14 has the pieces (pairwise distinction, two φ-roots ψ,φ, forward-return doubling giving e.g. N_act=2N_unlock), but not assembled as the explicit 'why factor 2 is not optional' lemma for the Q(D) quantum.",,
golden-BOOK-VI-EXTENSIONS-0521,golden,BOOK-VI-EXTENSIONS,SECTION,## CHAPTER VI.2 — δ‑РЕКУРСИЯ И “ДЕЛЕНИЕ ВНУТРЬ”,Chapter VI.2 header — δ-recursion and 'division inward',,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-VI-EXTENSIONS-0522,golden,BOOK-VI-EXTENSIONS,SECTION,### D0 §53 — Вывод δ₀ как кванта различимости,D0 §53 header — derivation of δ0 as distinguishability quantum,,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-VI-EXTENSIONS-0523,golden,BOOK-VI-EXTENSIONS,THE,[THE 53.1] (Канонический вывод δ₀ из φ‑ψ структуры).,"THE 53.1 canonical derivation δ0=(a0-b0)/2=(√5-2)/2≈0.118034 from a0=φ-1,b0=2-φ (a0+b0=1)",yes,BOOK_01 §(δ0 graph birth); BOOK_02 §(invariant calculus); BOOK_06 §,already-present,BOOK_02.invariant-calculus,supporting,"δ0=(√5-2)/2 is a canonical spine constant present across v14 (BOOK_01/02/06) computed not postulated; the a0=φ-1,b0=2-φ split is the standard derivation already carried.",,
golden-BOOK-VI-EXTENSIONS-0524,golden,BOOK-VI-EXTENSIONS,COR,[COR 53.2] (Каноническое разложение единицы).,"COR 53.2 unit decomposition 1=(0.5+δ0)+(0.5-δ0) with ratio (0.5+δ0)/(0.5-δ0)=φ, fixing δ0 as minimal structural asymmetry",partial,BOOK_01 §; BOOK_02 §(δ0 / φ relations),integrate,BOOK_02.invariant-calculus,supporting,"δ0 and its φ-tie are in v14, but the specific identity (0.5+δ0)/(0.5-δ0)=φ presenting δ0 as the minimal structural asymmetry / quantum of distinguishability should be confirmed/added; the explicit unit-split corollary is not clearly stated.",,
golden-BOOK-VI-EXTENSIONS-0525,golden,BOOK-VI-EXTENSIONS,SECTION,### D0 §54 — δ‑лестница: рекурсивное самоподобие и стоп‑протокол,D0 §54 header — δ-ladder: recursive self-similarity and stop-protocol,,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-VI-EXTENSIONS-0526,golden,BOOK-VI-EXTENSIONS,THE,"[THE 54.1] (δ‑лестница “вглубь”, n→−∞).","THE 54.1 δ-ladder inward δ_-n=δ0^(n+1) with constant adjacent ratio δ_-(n+1)/δ_-n=δ0 ('division inward', n→−∞)",no,BOOK_07 §07.6 (δ0^12 single readout noise-floor),integrate,BOOK_06.time,supporting,v14 uses δ0^12 as one fixed noise-floor value but does NOT carry the δ-ladder as a self-similar geometric sequence δ0^(n+1) with constant ratio δ0 (the 'division inward' RG-scale tower). The recursion structure is absent.,,
golden-BOOK-VI-EXTENSIONS-0527,golden,BOOK-VI-EXTENSIONS,DEF,[DEF 54.2] (Стоп‑протокол наблюдателя).,"DEF 54.2 observer stop-protocol: ε²=φ^-16≈4.531e-04, depth κ = min where δ0^(κ+1)≤ε² (finite replacement for actual infinity)",no,,integrate,BOOK_06.time,core-forcing,"ε²=φ^-16 (≈4.531e-04) as the observer resolution floor and κ as the derived finite cutoff depth are ABSENT from v14. v14's analogous object is δ0^12 noise-floor, a different constant/route. The 'finite protocol replaces actual infinity' stop-rule forcing is missing.",,
golden-BOOK-VI-EXTENSIONS-0528,golden,BOOK-VI-EXTENSIONS,REM,[REM 54.3] (Почему это важно).,"REM 54.3 closes the 'infinite process' trap: infinity allowed only as ideal limit, every check must run in κ-truncation set by ε²",partial,BOOK_02 §1797 (continuum = semigroup envelope of infinite self-similar trace); BOOK_00 §admissibility,integrate,BOOK_06.time,supporting,"v14 treats continuum as an envelope/limit of finite trace production, consistent with this, but the explicit rule 'infinity only as ideal limit; every verification operates in the ε²-defined κ-truncation' is not stated; depends on the absent ε²/κ apparatus.",,
golden-BOOK-VI-EXTENSIONS-0529,golden,BOOK-VI-EXTENSIONS,REM,[REM 54.4] (Дискретный RG‑поток и UV‑cutoff).,"REM 54.4 δ_-n=δ0^(n+1) as discrete RG flow with constant factor δ0; κ is a physical UV cutoff from ε², not a free knob",partial,BOOK_06 §06.33 (archive Laplacian RG flow); BOOK_08 §08.32,integrate,BOOK_06.time,supporting,"v14 has RG-flow / coarse-graining machinery (archive Laplacian RG, scale+residual), but not the δ0-ratio discrete RG tower nor κ as the ε²-fixed UV cutoff. The specific identification is absent.",,
golden-BOOK-VI-EXTENSIONS-0530,golden,BOOK-VI-EXTENSIONS,SECTION,## CHAPTER VI.3 — РЕЗОНАНСНЫЙ ЯЗЫК BRIDGE: ФАЗА=ПАМЯТЬ,Chapter VI.3 header — resonance language BRIDGE: phase=memory,,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-VI-EXTENSIONS-0531,golden,BOOK-VI-EXTENSIONS,SECTION,### D0 §55 — Фаза как код истории,D0 §55 header — phase as code of history,,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-VI-EXTENSIONS-0532,golden,BOOK-VI-EXTENSIONS,THE,[THE 55.1] (Фаза как память пути).,"THE 55.1 phase as path memory: amplitude encodes weight/presence, phase encodes order/history/holonomy q(γ)∈A",partial,"BOOK_06 §(phase owner, return increment, holonomy); BOOK_09 §(phase readout)",integrate,BOOK_06.time,supporting,"v14 uses phase/holonomy as an ordered runtime object (path class, return increment), but the clean BRIDGE statement 'amplitude=weight, phase=history/holonomy' with q(γ)∈A as the phase part is not explicitly carried as a theorem.",,
golden-BOOK-VI-EXTENSIONS-0533,golden,BOOK-VI-EXTENSIONS,REM,[REM 55.1.A] (Геометрическая фаза как голономия).,REM 55.1.A geometric phase as holonomy θ(γ)=arg ρ(q(γ)); loss of path-class topology = decoherence,partial,BOOK_06 §(phase/holonomy); BOOK_01 §(phase coherence),integrate,BOOK_06.time,supporting,"Holonomy/phase-class language exists in v14, but the explicit geometric-phase formula θ(γ)=arg ρ(q(γ)) and the 'decoherence = loss of topological path-class information' identification are not stated as such.",,
